player_id	player_name	bat_style	bowl_style	player_full_name
5354	KA Jamieson	Right hand Bat	Right arm Fast medium	Kyle Alex Jamieson
11948	Joginder Sharma	Right hand Bat	Right arm Fast medium	Joginder Sharma
13220	T Henderson	Right hand Bat	Right arm Fast medium	Tyron Henderson
34706	T Mishra	Right hand Bat	Right arm Fast medium	Tanmay Mishra
6717	OF Smith	Right hand Bat	Right arm Fast medium	Odean Fabian Smith
1452	B Laughlin	Right hand Bat	Right arm Fast medium	Ben Laughlin
16414	KMDN Kulasekara	Right hand Bat	Right arm Fast medium	Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara
34817	Azhar Mahmood	Right hand Bat	Right arm Fast medium	Azhar Mahmood Sagar
6245	NT Ellis	Right hand Bat	Right arm Fast medium	Nathan Ellis
35239	BW Hilfenhaus	Right hand Bat	Right arm Fast medium	Benjamin William Hilfenhaus
13402	RR Bose	Right hand Bat	Right arm Fast medium	Ranadeb Ranjit Bose
14	MC Henriques	Right hand Bat	Right arm Fast medium	Moises Constantino Henriques
1120	MJ Henry	Right hand Bat	Right arm Fast medium	Matthew James Henry
8425	Yash Thakur	Right hand Bat	Right arm Fast medium	Yash Ravisingh Thakur
13698	SM Harwood	Right hand Bat	Right arm Fast medium	Shane Michael Harwood
11962	S Sreesanth	Right hand Bat	Right arm Fast medium	Shanthakumaran Sreesanth
14278	AB McDonald	Right hand Bat	Right arm Fast medium	Andrew Barry McDonald
7005	DG Nalkande	Right hand Bat	Right arm Fast medium	Darshan Girish Nalkande
2745	KMA Paul	Right hand Bat	Right arm Fast medium	Keemo Mandela Angus Paul
1471	TK Curran	Right hand Bat	Right arm Fast medium	Thomas Kevin Curran
1581	Shivam Mavi	Right hand Bat	Right arm Fast medium	Shivam Pankaj Mavi
12269	CRD Fernando	Right hand Bat	Right arm Fast medium	Congenige Randhi Dilhara Fernando
14303	CK Langeveldt	Right hand Bat	Right arm Fast medium	Charl Kenneth Langeveldt
13502	Shoaib Ahmed	Right hand Bat	Right arm Fast medium	Syed Mohammad Shoaib Ahmed
13763	D du Preez	Right hand Bat	Right arm Fast medium	Dillon du Preez
13198	A Flintoff	Right hand Bat	Right arm Fast medium	Andrew Flintoff
3076	SC Kuggeleijn	Right hand Bat	Right arm Fast medium	Scott Christopher Kuggeleijn
308	I Sharma	Right hand Bat	Right arm Fast medium	Ishant Sharma
40813	SM Boland	Right hand Bat	Right arm Fast medium	Scott Michael Boland
2329	JPR Scantlebury-Searles	Right hand Bat	Right arm Fast medium	Javon Philip Ramon Scantlebury-Searles
6885	VG Arora	Right hand Bat	Right arm Fast medium	Vaibhav Gopal Arora
14985	KAJ Roach	Right hand Bat	Right arm Fast medium	Kemar Andre Jamal Roach
4664	JR Hazlewood	Left hand Bat	Right arm Fast medium	Josh Reginald Hazlewood
11946	JDP Oram	Left hand Bat	Right arm Fast medium	Jacob David Philip Oram
12070	Mohammad Asif	Left hand Bat	Right arm Fast medium	Mohammad Asif
4023	JL Pattinson	Left hand Bat	Right arm Fast medium	James Lee Pattinson
39661	GS Sandhu	Left hand Bat	Right arm Fast medium	Gurinder Singh Sandhu
37	BA Stokes	Left hand Bat	Right arm Fast medium	Benjamin Andrew Stokes
3505	SE Rutherford	Left hand Bat	Right arm Fast medium	Sherfane Eviston Rutherford
36213	R Rampaul	Left hand Bat	Right arm Fast medium	Ravindranath Rampaul
22	Rashid Khan	Right hand Bat	Legbreak Googly	Rashid Khan Arman
590	K Rabada	Left hand Bat	Right arm Fast	Kagiso Rabada
1424	SN Khan	Right hand Bat	Legbreak	Sarfaraz Naushad Khan
53	SB Jakati	Left hand Bat	Slow Left arm Orthodox	Shadab Bashir Jakati
12	DA Warner	Left hand Bat	Legbreak	David Andrew Warner
1119	R Tewatia	Left hand Bat	Legbreak	Rahul Tewatia
163	RD Chahar	Right hand Bat	Legbreak Googly	Rahul Desraj Chahar
186	S Nadeem	Right hand Bat	Slow Left arm Orthodox	Shahbaz Nadeem
56	G Gambhir	Left hand Bat	Legbreak	Gautam Gambhir
39	MK Tiwary	Right hand Bat	Legbreak Googly	Manoj Kumar Tiwary
40	R Bhatia	Right hand Bat	Right arm Medium fast	Rajat Bhatia
1233	SS Tiwary	Left hand Bat		Saurabh Sunil Tiwary
1396	MA Wood	Right hand Bat	Right arm Fast	Mark Andrew Wood
541	SE Marsh	Left hand Bat	Slow Left arm Orthodox	Shaun Edward Marsh
70	AR Patel	Left hand Bat	Slow Left arm Orthodox	Axar Rajeshbhai Patel
63	PP Chawla	Left hand Bat	Legbreak	Piyush Pramod Chawla
30	HH Pandya	Right hand Bat	Right arm Medium fast	Hardik Himanshu Pandya
36	SPD Smith	Right hand Bat	Legbreak Googly	Steven Peter Devereux Smith
55	S Kaushik	Right hand Bat	Left arm Wrist spin	Shivil Kaushik
1429	K Khejroliya	Left hand Bat	Left arm Medium fast	Kulwant Khejroliya
32	MJ McClenaghan	Left hand Bat	Left arm Fast medium	Mitchell John McClenaghan
45	JJ Roy	Right hand Bat		Jason Jonathan Roy
43	AB Dinda	Right hand Bat	Right arm Medium fast	Ashok Bhimchandra Dinda
579	Shakib Al Hasan	Left hand Bat	Slow Left arm Orthodox	Shakib Al Hasan
173	Iqbal Abdulla	Left hand Bat	Slow Left arm Orthodox	Sayed Iqbal Abdulla
15	Yuvraj Singh	Left hand Bat	Slow Left arm Orthodox	Yuvraj Singh
74	Swapnil Singh	Right hand Bat	Slow Left arm Orthodox	Swapnil Singh
361	LH Ferguson	Right hand Bat	Right arm Fast	Lachlan Hammond Ferguson
1449	S Gopal	Right hand Bat	Legbreak	Shreyas Gopal
405	KC Cariappa	Right hand Bat	Legbreak	Konganda Charamanna Cariappa
676	KV Sharma	Left hand Bat	Legbreak Googly	Karn Vinod Sharma
28	KH Pandya	Left hand Bat	Slow Left arm Orthodox	Krunal Himanshu Pandya
448	AF Milne	Right hand Bat	Right arm Fast	Adam Fraser Milne
359	Ankit Sharma	Left hand Bat	Slow Left arm Orthodox	Ankit Nagendra Sharma
187	Z Khan	Right hand Bat	Left arm Fast medium	Zaheer Khan
185	A Mishra	Right hand Bat	Legbreak	Amit Mishra
726	Ankit Soni	Right hand Bat	Legbreak	Ankit Soni
197	Tejas Baroka	Right hand Bat	Legbreak Googly	Tejas Baroka
460	Mohammed Shami	Right hand Bat	Right arm Fast	Mohammed Shami Ahmed
351	AJ Tye	Right hand Bat	Right arm Medium fast	Andrew James Tye
7539	B Indrajith	Right hand Bat	Legbreak Googly	Baba Indrajith
6115	K Yadav	Left hand Bat	Left arm Fast medium	Kuldip Yadav
3649	AS Roy	Left hand Bat	Slow Left arm Orthodox	Anukul Sudhakar Roy
7302	OC McCoy	Left hand Bat	Left arm Fast medium	Obed  Christopher McCoy
4970	P Dubey	Right hand Bat	Legbreak Googly	Praveen Dubey
3451	DW Steyn	Right hand Bat	Right arm Fast	Dale Willem Steyn
5411	RP Meredith	Right hand Bat	Right arm Fast	Riley Patrick Meredith
4098	JO Holder	Right hand Bat	Right arm Medium fast	Jason Omar Holder
7895	R Sai Kishore	Left hand Bat	Slow Left arm Orthodox	Ravisrinivasan Sai Kishore
1805	RK Bhui	Right hand Bat	Legbreak Googly	Ricky Kannakumar Bhui
6739	A Manohar	Right hand Bat	Legbreak Googly	Abhinav Manohar
7843	Fazalhaq Farooqi	Right hand Bat	Left arm Fast medium	Fazalhaq Farooqi
7083	KR Sen	Right hand Bat	Right arm Fast	Kuldeep Rampal Sen
5343	M Jansen	Right hand Bat	Left arm Medium fast	Marco Jansen
5629	FA Allen	Right hand Bat	Slow Left arm Orthodox	Fabian Anthony Allen
5935	Anuj Rawat	Left hand Bat		Anuj Rawat
1833	JC Archer	Right hand Bat	Right arm Fast	Jofra Chioke Archer
2142	DJ Willey	Left hand Bat	Left arm Fast medium	David Jonathan Willey
6017	Umran Malik	Right hand Bat	Right arm Fast	Umran Malik
3156	HF Gurney	Right hand Bat	Left arm Fast medium	Harry Frederick Gurney
6798	Mukesh Choudhary	Left hand Bat	Left arm Medium	Mukesh Choudhary
8305	J Little	Right hand Bat	Left arm Fast medium	Joshua Brian Little
8007	M Pathirana	Right hand Bat	Right arm Fast	Matheesha Pathirana
3145	S Midhun	Right hand Bat	Legbreak Googly	Sudhesan Midhun
6729	PVD Chameera	Right hand Bat	Right arm Fast	Pathira Vasan Dushmantha Chameera
4310	Shahbaz Ahmed	Left hand Bat	Slow Left arm Orthodox	Shahbaz Ahmed
4059	Ravi Bishnoi	Right hand Bat	Legbreak Googly	Ravi Bishnoi
4134	KL Nagarkoti	Right hand Bat	Right arm Fast	Kamlesh Lachham Nagarkoti
4320	DR Sams	Right hand Bat	Left arm Fast medium	Daniel Richard Sams
5422	C Sakariya	Left hand Bat	Left arm Medium fast	Chetan Sakariya
2352	S Lamichhane	Right hand Bat	Legbreak Googly	Sandeep Lamichhane
5573	LI Meriwala	Left hand Bat	Left arm Fast medium	Lukman Iqbal Meriwala
2349	Abhishek Sharma	Left hand Bat	Slow Left arm Orthodox	Abhishek Sharma
7621	K Kartikeya	Right hand Bat	Slow Left arm Orthodox, Left arm Wrist spin	Kumar Kartikeya Singh
6520	AU Rashid	Right hand Bat	Legbreak	Adil Usman Rashid
2825	CV Varun	Right hand Bat	Legbreak Googly	Varun Chakravarthy Vinod
4212	Kartik Tyagi	Right hand Bat	Right arm Fast	Kartik Tyagi
4104	YBK Jaiswal	Left hand Bat	Legbreak	Yashasvi Bhupendra Kumar Jaiswal
5526	Virat Singh	Left hand Bat	Legbreak Googly	Virat Binod Singh
11981	DL Vettori	Left hand Bat	Slow Left arm Orthodox	Daniel Luca Vettori
8769	Yudhvir Singh	Right hand Bat	Right arm Medium fast	Yudhvir Singh Charak
12015	WPUJC Vaas	Left hand Bat	Left arm Fast medium	Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas
12127	VRV Singh	Right hand Bat	Right arm Medium fast	Vikram Raj Vir Singh
12016	RP Singh	Right hand Bat	Left arm Fast medium	Rudra Pratap Singh
12295	HH Gibbs	Right hand Bat	Right arm Bowler	Herschelle Herman Gibbs
9524	Vivrant Sharma	Left hand Bat	Legbreak Googly	Vivrant Sharma
11926	AB Agarkar	Right hand Bat	Right arm Fast	Ajit Bhalchandra Agarkar
8890	Naveen-ul-Haq	Right hand Bat	Right arm Medium fast	Naveen-ul-Haq Murid
11996	S Chanderpaul	Left hand Bat	Legbreak	Shivnarine Chanderpaul
9824	Nithish Kumar Reddy	Right hand Bat	Right arm Medium fast	Kaki Nitish Kumar Reddy
12056	Shahid Afridi	Right hand Bat	Legbreak Googly	Sahibzada Mohammad Shahid Khan Afridi
8475	Suyash Sharma	Right hand Bat	Legbreak Googly	Suyash Sharma
8386	N Wadhera	Left hand Bat	Legbreak	Nehal Wadhera
12121	RR Sarwan	Right hand Bat	Legbreak	Ramnaresh Ronnie Sarwan
8605	Mohit Rathee	Right hand Bat	Legbreak	Mohit Rathee
9431	R Goyal	Left hand Bat	Left arm Wrist spin	Raghav Goyal
10707	Arshad Khan (2)	Left hand Bat	Left arm Medium	Mohd Arshad Khan
8470	Dhruv Jurel	Right hand Bat		Dhruv Chand Jurel
12071	VY Mahesh	Right hand Bat	Right arm Medium fast	Vijaykumar Yo Mahesh
12105	D Kalyankrishna	Right hand Bat	Right arm Medium fast	Doddapaneni Kalyankrishna
11986	ST Jayasuriya	Left hand Bat	Slow Left arm Orthodox	Sanath Teran Jayasuriya
11959	B Lee	Right hand Bat	Right arm Fast	Brett Lee
12338	SP Fleming	Left hand Bat		Stephen Paul Fleming
16953	AA Kazi	Left hand Bat	Slow Left arm Orthodox	Abrar Anjum Kazi
14798	J Theron	Right hand Bat	Right arm Medium fast	Juan Theron
15862	Sunny Singh	Right hand Bat	Right arm Medium fast	Sunny Singh
13301	R Bishnoi	Right hand Bat	Right arm Medium fast	Rajesh Bishnoi
13388	AS Raut	Right hand Bat	Legbreak Googly	Abhishek Santosh Raut
14765	R Sharma	Right hand Bat	Legbreak Googly	Rahul Sharma
12372	Misbah-ul-Haq	Right hand Bat	Legbreak	Misbah-ul-Haq Khan Niazi
15261	AN Ahmed	Right hand Bat	Right arm Medium fast	Abu Nechim Ahmed
16743	I Malhotra	Right hand Bat	Right arm Medium fast	Ishan Malhotra
34983	RJ Peterson	Left hand Bat	Slow Left arm Orthodox	Robin John Peterson
14463	CA Pujara	Right hand Bat	Legbreak	Cheteshwar Arvind Pujara
14489	A Uniyal	Left hand Bat	Left arm Medium	Amit Uniyal
13227	Kamran Khan	Left hand Bat	Left arm Medium fast	Kamran Khan
12471	S Anirudha	Right hand Bat		Srikkanth Anirudha
13260	YA Abdulla	Left hand Bat	Left arm Fast medium	Yusuf Adam Abdulla
15239	AP Dole	Right hand Bat	Right arm Medium fast	Aditya Pradip Dole
33972	AA Chavan	Left hand Bat	Slow Left arm Orthodox	Ankeet Anil Chavan
12339	S Vidyut	Left hand Bat	Slow Left arm Orthodox	Vidyut Sivaramakrishnan
15851	JEC Franklin	Left hand Bat	Left arm Medium	James Edward Charles Franklin
15896	RN ten Doeschate	Right hand Bat	Right arm Medium fast	Ryan Neil ten Doeschate
15140	DE Bollinger	Left hand Bat	Left arm Fast medium	Douglas Erwin Bollinger
14567	S Ladda	Right hand Bat	Legbreak	Sarabjit Ladda
16249	DH Yagnik	Left hand Bat		Dishant Harendra Yagnik
13245	DP Nannes	Right hand Bat	Left arm Fast	Dirk Peter Nannes
13810	A Singh	Right hand Bat	Right arm Medium fast	Amit Singh
34392	TP Sudhindra	Left hand Bat	Right arm Fast	Taduri Prakash Chandra Sudhindra
12710	Shoaib Akhtar	Right hand Bat	Right arm Fast	Shoaib Akhtar
12362	LPC Silva	Right hand Bat	Legbreak	Lindamlilage Prageeth Chamara Silva
12580	SR Tendulkar	Right hand Bat	Right arm Offbreak, Legbreak Googly	Sachin Ramesh Tendulkar
13785	RJ Harris	Right hand Bat	Right arm Fast	Ryan James Harris
15339	L Ablish	Right hand Bat	Right arm Medium fast	Love Ablish
15384	S Sriram	Left hand Bat	Slow Left arm Orthodox	Sridharan Sriram
14492	SW Tait	Right hand Bat	Right arm Fast	Shaun William Tait
1314	IR Jaggi	Right hand Bat	Legbreak Googly	Ishank Rajiv Jaggi
44	Imran Tahir	Right hand Bat	Legbreak Googly	Mohammad Imran Tahir
900	PJ Sangwan	Right hand Bat	Left arm Medium	Pradeep Jaibeer Sangwan
7546	Harshit Rana	Right hand Bat	Right arm Fast	Harshit Pradeep Rana
11971	SK Warne	Right hand Bat	Legbreak Googly	Shane Keith Warne
16693	AC Blizzard	Left hand Bat	Left arm Medium	Aiden Craig Blizzard
176	B Stanlake	Left hand Bat	Right arm Fast	Billy James Stanlake
10109	MA Starc	Left hand Bat	Left arm Fast	Mitchell Aaron Starc
11940	SB Joshi	Left hand Bat	Slow Left arm Orthodox	Sunil Bandacharya Joshi
12746	Younis Khan	Right hand Bat	Right arm Medium, Legbreak	Mohammad Younis Khan
40242	P Sahu	Right hand Bat	Legbreak Googly	Pardeep Sahu
418	MM Patel	Right hand Bat	Right arm Medium fast	Munaf Musa Patel
12252	DB Das	Right hand Bat	Legbreak Googly	Debabrata Baidya Das
6287	RV Patel	Right hand Bat	Right arm Medium fast	Ripal Vinubhai Patel
14360	RA Shaikh	Left hand Bat	Left arm Medium	Rahil Akhil Ahmed Shaikh
6047	GHS Garton	Left hand Bat	Left arm Fast	George Henry Simmons Garton
42	A Zampa	Right hand Bat	Legbreak Googly	Adam Zampa
67	HM Amla	Right hand Bat	Right arm Medium, Right arm Offbreak	Hashim Mahomed Amla
31	TG Southee	Right hand Bat	Right arm Medium fast	Timothy Grant Southee
38548	BE Hendricks	Left hand Bat	Left arm Fast medium	Beuran Eric Hendricks
11970	D Salunkhe	Right hand Bat	Legbreak	Dinesh Salunkhe
14487	P Dogra	Right hand Bat	Legbreak	Paras Dogra
13692	LA Carseldine	Left hand Bat	Left arm Medium	Lee Andrew Carseldine
19	Bipul Sharma	Left hand Bat	Slow Left arm Orthodox	Bipul Sharma
37031	PV Tambe	Right hand Bat	Legbreak	Pravin Vijay Tambe
37347	MG Neser	Right hand Bat	Right arm Medium fast	Michael Gertges Neser
3011	JP Behrendorff	Right hand Bat	Left arm Fast medium	Jason Paul Behrendorff
1437	AD Russell	Right hand Bat	Right arm Fast	Andre Dwayne Russell
1856	LE Plunkett	Right hand Bat	Right arm Fast	Liam Edward Plunkett
13563	RE van der Merwe	Right hand Bat	Slow Left arm Orthodox	Roelof Erasmus van der Merwe
37595	NJ Maddinson	Left hand Bat	Slow Left arm Orthodox	Nicolas James Maddinson
11934	CL White	Right hand Bat	Legbreak Googly	Cameron Leon White
9181	Gurnoor Brar	Left hand Bat	Right arm Fast	Gurnoor Brar
13863	M Morkel	Left hand Bat	Right arm Fast	Morne Morkel
16648	P Parameswaran	Right hand Bat	Left arm Medium	Prasanth Parameswaran
33961	P Prasanth	Left hand Bat	Slow Left arm Orthodox	Padmanabhan Prasanth
1990	IS Sodhi	Right hand Bat	Legbreak	Inderbir Singh Sodhi
494	BB Sran	Left hand Bat	Left arm Medium	Barinder Balbirsingh Sran
3518	Y Prithvi Raj	Left hand Bat	Left arm Medium	Prithvi Raj Yarra
21	A Nehra	Right hand Bat	Left arm Medium fast	Ashish Nehra
3495	Harpreet Brar	Left hand Bat	Slow Left arm Orthodox	Harpreet Brar
5562	Jalaj S Saxena	Right hand Bat	Right arm Offbreak, Legbreak Googly	Jalaj Sahai Saxena
3230	R Parag	Right hand Bat	Legbreak	Riyan Parag
11967	DS Lehmann	Left hand Bat	Slow Left arm Orthodox	Darren Scott Lehmann
8805	Arjun Tendulkar	Left hand Bat	Left arm Medium fast	Arjun Sachin Tendulkar
36966	P Suyal	Right hand Bat	Left arm Medium	Pawan Shakland Suyal
6694	R Powell	Right hand Bat	Right arm Medium fast	Rovman Powell
35364	AP Majumdar	Right hand Bat	Legbreak Googly	Anustup Prabir Majumdar
2824	GC Viljoen	Right hand Bat	Right arm Fast	GC Viljoen
8773	Atharva Taide	Left hand Bat	Slow Left arm Orthodox	Atharva Taide
8809	Noor Ahmad	Right hand Bat	Left arm Wrist spin	Noor Ahmad Lakanwal
7652	Simarjeet Singh	Right hand Bat	Right arm Medium fast	Simarjeet Singh
12364	DB Ravi Teja	Right hand Bat	Legbreak Googly	Dwaraka Bhamidipati Ravi Teja
569	JP Faulkner	Right hand Bat	Left arm Fast medium	James Peter Faulkner
241	VR Aaron	Right hand Bat	Right arm Fast	Varun Raymond Aaron
15368	B Sumanth	Right hand Bat	Right arm Medium fast	Bodapati Apparao Sumanth
8005	PH Solanki	Right hand Bat	Legbreak	Prashant Hitesh Solanki
9	TS Mills	Right hand Bat	Left arm Fast	Tymal Solomon Mills
9508	JE Root	Right hand Bat	Right arm Offbreak, Legbreak	Joseph Edward Root
2662	KK Ahmed	Right hand Bat	Left arm Medium	Khaleel Khursheed Ahmed
61	SA Yadav	Right hand Bat	Right arm Medium, Right arm Offbreak	Suryakumar Ashok Yadav
2700	SO Hetmyer	Left hand Bat		Shimron Odilon Hetmyer
36069	BMAJ Mendis	Left hand Bat	Legbreak	Balapuwaduge Manukulasuriya Amith Jeevan Mendis
3388	Arshdeep Singh	Left hand Bat	Left arm Medium fast	Arshdeep Singh
77	T Natarajan	Left hand Bat	Left arm Medium	Thangarasu Natarajan
471	NM Coulter-Nile	Right hand Bat	Right arm Fast	Nathan Mitchell Coulter-Nile
14481	AG Murtaza	Left hand Bat	Slow Left arm Orthodox	Ali Ghulam Murtaza
8626	WD Parnell	Left hand Bat	Left arm Medium fast	Wayne Dillon Parnell
12046	Pankaj Singh	Right hand Bat	Right arm Medium fast	Pankaj Singh
48	AJ Finch	Right hand Bat	Slow Left arm Orthodox	Aaron James Finch
9069	D Wiese	Right hand Bat	Right arm Medium fast	David Wiese
34171	RW Price	Right hand Bat	Slow Left arm Orthodox	Raymond William Price
13026	A Mukund	Left hand Bat	Legbreak Googly	Abhinav Mukund
14520	RS Gavaskar	Left hand Bat	Slow Left arm Orthodox	Rohan Sunil Gavaskar
38515	K Santokie	Left hand Bat	Left arm Medium	Krishmar Santokie
6715	RA Bawa	Left hand Bat	Right arm Medium fast	Raj Angad Bawa
318	UT Yadav	Right hand Bat	Right arm Fast	Umeshkumar Tilak Yadav
1986	MK Lomror	Left hand Bat	Slow Left arm Orthodox	Mahipal Krishan Lomror
6212	T Shamsi	Right hand Bat	Left arm Wrist spin	Tabraiz Shamsi
11987	DJ Thornely	Right hand Bat	Right arm Medium, Right arm Offbreak	Dominic John Thornely
11928	M Kartik	Left hand Bat	Slow Left arm Orthodox	Murali Kartik
297	Mustafizur Rahman	Left hand Bat	Left arm Fast medium	Mustafizur Rahman
8400	RJW Topley	Right hand Bat	Left arm Fast medium	Reece James William Topley
13458	KP Appanna	Right hand Bat	Slow Left arm Orthodox	Kotarangada Prabhu Appanna
1443	DJM Short	Left hand Bat	Left arm Wrist spin	D'Arcy John Matthew Short
811	IK Pathan	Left hand Bat	Left arm Medium fast	Irfan Khan Pathan
634	AD Nath	Right hand Bat	Right arm Medium fast	Akshdeep Deependra Nath
6036	Akash Singh	Right hand Bat	Left arm Medium fast	Akash Maharaj Singh
12160	A Kumble	Right hand Bat	Legbreak Googly	Anil Kumble
12035	S Sohal	Right hand Bat	Legbreak	Sunny Sohal
16007	JJ van der Wath	Right hand Bat	Right arm Medium fast	Johannes Jacobus van der Wath
66	TA Boult	Right hand Bat	Left arm Fast medium	Trent Alexander Boult
258	CJ Anderson	Left hand Bat	Left arm Medium fast	Corey James Anderson
5955	DJ Malan	Left hand Bat	Legbreak	Dawid Johannes Malan
438	JD Unadkat	Right hand Bat	Left arm Medium	Jaydev Dipakbhai Unadkat
2947	MJ Santner	Left hand Bat	Slow Left arm Orthodox	Mitchell Josef Santner
348	RA Jadeja	Left hand Bat	Slow Left arm Orthodox	Ravindrasinh Anirudhsinh Jadeja
16529	M Klinger	Right hand Bat		Michael Klinger
12193	DNT Zoysa	Left hand Bat	Left arm Fast medium	Demuni Nuwan Tharanga Zoysa
35322	PA Reddy	Right hand Bat	Legbreak	Produturi Akshath Reddy
13271	FH Edwards	Right hand Bat	Right arm Fast	Fidel Henderson Edwards
14353	Mohammad Ashraful	Right hand Bat	Right arm Offbreak, Legbreak	Mohammad Ashraful
4274	JDS Neesham	Left hand Bat	Right arm Medium fast	James Douglas Sheahan Neesham
637	SS Agarwal	Right hand Bat	Legbreak Googly	Shubham Sanjay Agarwal
33	JJ Bumrah	Right hand Bat	Right arm Fast	Jasprit Jasbirsingh Bumrah
7077	HE van der Dussen	Right hand Bat	Legbreak	Hendrik Erasmus van der Dussen
2934	P Ray Barman	Right hand Bat	Legbreak Googly	Prayas Ray Barman
14729	AC Voges	Right hand Bat	Slow Left arm Orthodox	Adam Charles Voges
12523	L Balaji	Right hand Bat	Right arm Medium fast	Lakshmipathy Balaji
6999	B Sai Sudharsan	Left hand Bat	Legbreak	Bhardwaj Sai Sudharsan
5980	PWH de Silva	Right hand Bat	Legbreak	Pinnaduwage Wanindu Hasaranga de Silva
6795	D Pretorius	Right hand Bat	Right arm Medium fast	Dwaine Pretorius
5408	JA Richardson	Right hand Bat	Right arm Fast	Jhye Avon Richardson
12535	A Chopra	Right hand Bat	Right arm Medium, Right arm Offbreak	Aakash Chopra
13973	C Nanda	Right hand Bat	Legbreak	Chetanya Nanda
4099	Abdul Samad	Right hand Bat	Legbreak	Abdul Samad Farooq
3284	LS Livingstone	Right hand Bat	Right arm Offbreak, Legbreak	Liam Stephen Livingstone
7172	Yash Dayal	Right hand Bat	Left arm Medium fast	Yash Dayal
38691	Karanveer Singh	Right hand Bat	Legbreak Googly	Karanveer Singh
10	YS Chahal	Right hand Bat	Legbreak Googly	Yuzvendra Singh Chahal
16382	JE Taylor	Right hand Bat	Right arm Fast	Jerome Everton Taylor
11936	B Akhil	Right hand Bat	Right arm Medium fast	Balachandra Akhil
64	Kuldeep Yadav	Left hand Bat	Left arm Wrist spin	Kuldeep Yadav
12017	PP Ojha	Left hand Bat	Slow Left arm Orthodox	Pragyan Prayash Ojha
8356	NA Saini	Right hand Bat	Right arm Fast	Navdeep Amarjeet Saini
12345	M Ntini	Right hand Bat	Right arm Fast	Makhaya Ntini
14478	R McLaren	Left hand Bat	Right arm Medium fast	Ryan McLaren
15745	ND Doshi	Right hand Bat	Slow Left arm Orthodox	Nayan Dilip Doshi
26	N Rana	Left hand Bat	Right arm Medium, Right arm Offbreak, Legbreak	Nitish Rana
12795	RV Pawar	Left hand Bat	Slow Left arm Orthodox	Rajesh Vithal Pawar
15807	AL Menaria	Left hand Bat	Slow Left arm Orthodox	Ashok Lakshminarayan Menaria
8953	Mayank Dagar	Right hand Bat	Slow Left arm Orthodox	Mayank J Dagar
267	F du Plessis	Right hand Bat	Legbreak	Francois du Plessis
2768	SM Curran	Left hand Bat	Left arm Medium fast	Samuel Matthew Curran
1398	C Munro	Left hand Bat	Right arm Medium fast	Colin Munro
12314	Gagandeep Singh	Right hand Bat	Right arm Medium fast	Gagandeep Singh
34058	S Rana	Right hand Bat	Right arm Medium fast	Sachin Rana
8	S Aravind	Left hand Bat	Left arm Medium fast	Sreenath Aravind
341	S Badree	Right hand Bat	Legbreak	Samuel Badree
184	PJ Cummins	Right hand Bat	Right arm Fast	Patrick James Cummins
4078	I Udana	Right hand Bat	Left arm Medium fast	Isuru Udana Tillakaratna
1998	M Ashwin	Right hand Bat	Legbreak Googly	Murugan Ashwin
13203	T Thushara	Left hand Bat	Left arm Fast medium	Magina Thilan Thushara Mirando
12842	Abdur Razzak	Left hand Bat	Slow Left arm Orthodox	Abdur Razzak
16296	J Syed Mohammad	Left hand Bat	Slow Left arm Orthodox	Jamaluddin Syed Mohammad
14873	NLTC Perera	Left hand Bat	Right arm Medium fast	Narangoda Liyanaarachchilage Thisara Chirantha Perera
3793	J Suchith	Left hand Bat	Slow Left arm Orthodox	Jagadeesha Suchith
57	CA Lynn	Right hand Bat	Slow Left arm Orthodox	Christopher Austin Lynn
3641	O Thomas	Left hand Bat	Right arm Fast	Oshane Romaine Thomas
7476	R Dhawan	Right hand Bat	Right arm Medium fast	Rishi Dhawan
15867	BA Bhatt	Left hand Bat	Slow Left arm Orthodox	Bhargav Ashok Bhatt
11	A Choudhary	Right hand Bat	Left arm Medium	Aniket Vinod Choudhary
3100	AS Joseph	Right hand Bat	Right arm Fast	Alzarri Shaheim Joseph
6944	D Brevis	Right hand Bat	Legbreak	Dewald Brevis
11956	SM Katich	Left hand Bat	Left arm Wrist spin	Simon Mathew Katich
538	Mohammed Siraj	Right hand Bat	Right arm Fast	Mohammed Siraj
12234	JA Morkel	Left hand Bat	Right arm Medium fast	Johannes Albertus Morkel
316	C de Grandhomme	Right hand Bat	Right arm Medium fast	Colin de Grandhomme
34522	GB Hogg	Left hand Bat	Left arm Wrist spin	George Bradley Hogg
14712	SJ Srivastava	Right hand Bat	Left arm Fast medium	Shalabh Jagdishprasad Srivastava
8082	R Sanjay Yadav	Left hand Bat	Slow Left arm Orthodox	Ramsingh  Sanjay Yadav
15150	SB Wagh	Left hand Bat	Left arm Medium fast	Shrikant Bhaskar Wagh
389	SS Iyer	Right hand Bat	Right arm Offbreak, Legbreak Googly	Shreyas Santosh Iyer
1377	E Lewis	Left hand Bat		Evin Lewis
4058	SS Cottrell	Right hand Bat	Left arm Fast medium	Sheldon Shane Cottrell
12010	A Symonds	Right hand Bat	Right arm Medium, Right arm Offbreak	Andrew Symonds
3246	JL Denly	Right hand Bat	Legbreak	Joseph Liam Denly
7024	Shashank Singh	Right hand Bat	Right arm Medium, Right arm Offbreak	Shashank Singh
4047	A Nortje	Right hand Bat	Right arm Fast	Anrich Arno Nortje
